# Time (au) | Energy Total (Ha)  | E_nuc (Ha) | E_coul (Ha) | E_core (Ha) | E_xc (Ha) | E_field (Ha) | Field X | Field Y | Field Z 
    0.000000     -74.8064126319       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.010000     -74.8064128789       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.020000     -74.8064129813       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.030000     -74.8064130248       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.040000     -74.8064130428       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.050000     -74.8064130498       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.060000     -74.8064130520       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.070000     -74.8064130521       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.080000     -74.8064130514       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.090000     -74.8064130502       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.100000     -74.8064130489       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.110000     -74.8064130475       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.120000     -74.8064130461       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.130000     -74.8064130446       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.140000     -74.8064130432       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.150000     -74.8064130417       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.160000     -74.8064130403       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.170000     -74.8064130388       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.180000     -74.8064130374       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.190000     -74.8064130359       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    0.200000     -74.8064130345       0.0000000000       0.0000000000       0.0000000000       0.0000000000       0.0000000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
